DATA,Time,BTTS,IN LIVE?,Odd J,Odd M,Juice,EV,Stake,Lucro Max,Profit,Jogo,Liga,Região,Match ID,%_ProbMod,OBS
10/05/2026,00:00,Sim,,"2,01","2,62","0,00%","30,35%","R$ 1,00","1,62","R$ 1,62",CA Douglas Haig vs Atletico Escobar FC,,,,"49,75%",
10/05/2026,00:00,Sim,,"2,59","2,62","0,00%","1,16%","R$ 1,00","1,62","-R$ 1,00",Tucuman Central vs Juventud Antoniana,,,,"38,61%",
10/05/2026,00:00,Sim,,"2,44","2,62","0,00%","7,38%","R$ 1,00","1,62","R$ 1,62",San Martin Formosa vs CA Sarmiento de la Banda,,,,"40,98%",
10/05/2026,00:00,Sim,,"1,34","2,00","0,00%","49,25%","R$ 1,00","1,00","R$ 1,00",Coquimbo Unido vs Huachipato,,,,"74,63%",
10/05/2026,00:00,Sim,,"1,31","2,10","0,00%","60,31%","R$ 1,00","1,10","R$ 1,10",O'Higgins vs Everton de Vina,,,,"76,34%",
10/05/2026,00:00,Sim,,"1,31","1,90","0,00%","45,04%","R$ 1,00","0,90","-R$ 1,00",Union La Calera vs Universidad de Chile,,,,"76,34%",
10/05/2026,00:00,Sim,,"1,27","1,72","0,00%","35,43%","R$ 1,00","0,72","R$ 0,72",Universidad Catolica vs Nublense,,,,"78,74%",
10/05/2026,00:00,Sim,,"1,52","1,57","0,00%","3,29%","R$ 1,00","0,57","-R$ 1,00",New York City vs Columbus Crew,,,,"65,79%",
10/05/2026,00:00,Sim,,"1,67","1,80","0,00%","7,78%","R$ 1,00","0,80","R$ 0,80",LAFC vs Houston Dynamo,,,,"59,88%",
10/05/2026,00:00,Sim,,"1,83","1,90","0,00%","3,83%","R$ 1,00","0,90","R$ 0,90",Comerciantes Unidos vs FBC Melgar,,,,"54,64%",
10/05/2026,00:00,Sim,,"1,94","2,00","0,00%","3,09%","R$ 1,00","1,00","-R$ 1,00",Nacional De Football vs Cerro,,,,"51,55%",
10/05/2026,00:00,Sim,,"1,95","2,10","0,00%","7,69%","R$ 1,00","1,10","-R$ 1,00",Novorizontino vs Botafogo SP,,,,"51,28%",
10/05/2026,00:00,Sim,,"2,08","2,25","0,00%","8,17%","R$ 1,00","1,25","R$ 1,25",Portuguesa RJ vs Agua Santa,,,,"48,08%",
10/05/2026,00:00,Sim,,"2,21","2,37","0,00%","7,24%","R$ 1,00","1,37","-R$ 1,00",ASA vs Atletico Alagoinhas,,,,"45,25%",
10/05/2026,00:00,Sim,,"1,89","2,20","0,00%","16,40%","R$ 1,00","1,20","-R$ 1,00",Treze vs Decisao,,,,"52,91%",
10/05/2026,00:00,Sim,,"2,07","2,20","0,00%","6,28%","R$ 1,00","1,20","-R$ 1,00",Manauara vs GAS,,,,"48,31%",
10/05/2026,00:00,Sim,,"2,11","2,25","0,00%","6,64%","R$ 1,00","1,25","-R$ 1,00",Rionegro Aguilas v Jaguares de Cordoba,,,,"47,39%",
11/05/2026,00:00,Sim,,"1,84","1,90","0,00%","3,26%","R$ 1,00","0,90","-R$ 1,00",SC Grobinas vs FS Jelgava,,,,"54,35%",
11/05/2026,00:00,Sim,,"1,73","2,20","0,00%","27,17%","R$ 1,00","1,20","R$ 1,20",FC Kafr Qasim vs Hapoel Nof HaGalil,,,,"57,80%",
11/05/2026,00:00,Sim,,"1,63","1,66","0,00%","1,84%","R$ 1,00","0,66","R$ 0,66",SK Super Nova vs Tukums 2000,,,,"61,35%",
11/05/2026,00:00,Sim,S,"1,47","1,57","0,00%","6,80%","R$ 1,00","0,57","-R$ 1,00",Egersunds vs Odd BK,,,,"68,03%",
11/05/2026,00:00,Sim,S,"1,79","1,90","0,00%","6,15%","R$ 1,00","0,90","R$ 0,90",Odra Opole vs Pogon Grodzisk Mazowiecki,,,,"55,87%",
11/05/2026,00:00,Sim,S,"1,58","1,66","0,00%","5,06%","R$ 1,00","0,66","R$ 0,66",Al Jazira SC vs Al Wasl SC,,,,"63,29%",
11/05/2026,00:00,Sim,S,"1,80","1,80","0,00%","0,00%","R$ 1,00","0,80","-R$ 1,00",East Bengal Club vs Punjab FC,,,,"55,56%",
11/05/2026,00:00,Sim,,"1,81","2,20","0,00%","21,55%","R$ 1,00","1,20","R$ 1,20",OC Safi vs FUS Rabat,,,,"55,25%",
11/05/2026,00:00,Sim,S,"1,85","2,00","0,00%","8,11%","R$ 1,00","1,00","R$ 1,00",Huesca vs Real Sociedad B,,,,"54,05%",
11/05/2026,00:00,Sim,S,"1,79","1,95","0,00%","8,94%","R$ 1,00","0,95","R$ 0,95",Tottenham vs Leeds,,,,"55,87%",
11/05/2026,00:00,Sim,,"1,78","1,80","0,00%","1,12%","R$ 1,00","0,80","R$ 0,80",Palestino vs Deportes Limache,,,,"56,18%",
11/05/2026,00:00,Sim,,"2,16","2,20","0,00%","1,85%","R$ 1,00","1,20","-R$ 1,00",Deportivo Cali vs Atletico Bucaramanga,,,,"46,30%",
11/05/2026,00:00,Sim,,"2,30","2,62","0,00%","13,91%","R$ 1,00","1,62","-R$ 1,00",Millonarios vs Llaneros,,,,"43,48%",
11/05/2026,00:00,Sim,,"1,79","1,90","0,00%","6,15%","R$ 1,00","0,90","R$ 0,90",Corinthians (W) vs Sao Paulo (W),,,,"55,87%",
12/05/2026,00:00,Sim,,"2,02","2,20","0,00%","8,91%","R$ 1,00","1,20","-R$ 1,00",Gwangju FC vs FC Seoul,,,,"49,50%",
12/05/2026,00:00,Sim,,"1,47","1,57","0,00%","6,80%","R$ 1,00","0,57","-R$ 1,00",Namdhari FC vs Gokulam FC,,,,"68,03%",
12/05/2026,00:00,Sim,,"1,77","1,90","0,00%","7,34%","R$ 1,00","0,90","R$ 0,90",FK Liepaja vs Ogre United,,,,"56,50%",
12/05/2026,00:00,Sim,,"1,57","1,66","0,00%","5,73%","R$ 1,00","0,66","R$ 0,60",Riga FC vs FK Auda,,,,"63,69%",
12/05/2026,00:00,Sim,,"1,87","2,10","0,00%","12,30%","R$ 1,00","1,10","R$ 1,10",Al-Hussein SC vs Al-Wehdat,,,,"53,48%",
12/05/2026,00:00,Sim,,"1,93","2,00","0,00%","3,63%","R$ 1,00","1,00","-R$ 1,00",Catanzaro vs Avellino,,,,"51,81%",
12/05/2026,00:00,Sim,,"1,90","2,00","0,00%","5,26%","R$ 1,00","1,00","-R$ 1,00",Itagui Leones vs Orsomarso,,,,"52,63%",
12/05/2026,00:00,Sim,,"1,68","1,80","0,00%","7,14%","R$ 1,00","0,80","R$ 0,80",Southampton vs Middlesbrough,,,,"59,52%",
12/05/2026,00:00,Sim,,"2,04","2,20","0,00%","7,84%","R$ 1,00","1,20","-R$ 1,00",Belgrano v Union Santa Fe,,,,"49,02%",
12/05/2026,00:00,Sim,,"2,50","2,75","0,00%","10,00%","R$ 1,00","1,75","-R$ 1,00",Argentinos Jrs v Huracan,,,,"40,00%",
12/05/2026,00:00,Sim,,"2,39","2,50","0,00%","4,60%","R$ 1,00","1,50","-R$ 1,00",Cruzeiro v Goias,,,,"41,84%",
13/05/2026,00:00,Sim,,"2,15","2,20","0,00%","2,33%","R$ 1,00","1,20","-R$ 1,00",Machida Zelvia vs Tokyo Verdy,,,,"46,51%",
13/05/2026,00:00,Sim,,"1,90","1,95","0,00%","2,63%","R$ 1,00","0,95","-R$ 1,00",Vissel Kobe vs Kyoto Sanga FC,,,,"52,63%",
13/05/2026,00:00,Sim,,"2,41","2,50","0,00%","3,73%","R$ 1,00","1,50","R$ 1,50",Haras El Hedoud vs Al Moqawloon Al Arab,,,,"41,49%",
13/05/2026,00:00,Sim,,"2,61","3,00","0,00%","14,94%","R$ 1,00","2,00","-R$ 1,00",Al Ittihad Al Sakandary vs Talaea El Geish,,,,"38,31%",
13/05/2026,00:00,Sim,,"1,64","1,70","0,00%","3,66%","R$ 1,00","0,70","R$ 0,70",Helsingborg vs IK Oddevold,,,,"60,98%",
13/05/2026,00:00,Sim,,"1,75","1,83","0,00%","4,57%","R$ 1,00","0,83","-R$ 1,00",FC Stockholm Internazionale vs AFC Eskilstuna,,,,"57,14%",
13/05/2026,00:00,Sim,,"2,08","2,20","0,00%","5,77%","R$ 1,00","1,20","R$ 1,20",Getafe vs Mallorca,,,,"48,08%",
13/05/2026,00:00,Sim,,"1,83","2,00","0,00%","9,29%","R$ 1,00","1,00","-R$ 1,00",Lazio vs Inter Milan,,,,"54,64%",
13/05/2026,00:00,Sim,,"2,21","2,25","0,00%","1,81%","R$ 1,00","1,25","-R$ 1,00",Arsenal (W) vs Everton (W),,,,"45,25%",
13/05/2026,00:00,Sim,,"1,64","1,83","0,00%","11,59%","R$ 1,00","0,83","-R$ 1,00",Coquimbo Unido v Colo Colo,,,,"60,98%",v4.1
13/05/2026,00:00,Sim,S,"2,10","2,25","0,00%","7,14%","R$ 1,00","1,25","R$ 1,25",Rosario Central vs Racing Club,,,,"47,62%",
13/05/2026,00:00,Sim,,"1,53","1,61","0,00%","5,23%","R$ 1,00","0,61","-R$ 1,00",Charlotte FC vs New York City,,,,"65,36%",
13/05/2026,00:00,Sim,,"1,68","1,75","0,00%","4,17%","R$ 1,00","0,75","R$ 0,75",Cruz Azul vs Chivas Guadalajara,,,,"59,52%",
13/05/2026,00:00,Sim,,"1,94","2,10","0,00%","8,25%","R$ 1,00","1,10","-R$ 1,00",Carabobo vs Estudiantes Merida,,,,"51,55%",
13/05/2026,00:00,Sim,,"1,85","2,00","0,00%","8,11%","R$ 1,00","1,00","R$ 1,00",Academia Puerto Cabello vs Portuguesa FC,,,,"54,05%",
13/05/2026,00:00,Sim,,"1,36","1,50","0,00%","10,29%","R$ 1,00","0,50","R$ 0,50",Honefoss vs Stjørdals/Blink,,,194527580,"73,53%",
14/05/2026,00:00,Sim,,"1,39","1,57","0,00%","12,95%","R$ 1,00","0,57","-R$ 1,00",Vasalunds IF vs Gefle IF,,,,"71,94%",
14/05/2026,00:00,Sim,,"1,41","1,50","0,00%","6,38%","R$ 1,00","0,50","R$ 0,50",Assyriska Föreningen vs Umea FC,,,,"70,92%",
14/05/2026,00:00,Sim,,"1,51","1,61","0,00%","6,62%","R$ 1,00","0,61","-R$ 1,00",Tvååkers IF vs BK Olympic,,,,"66,23%",
14/05/2026,00:00,Sim,,"1,42","1,57","0,00%","10,56%","R$ 1,00","0,57","R$ 0,57",Lidköpings FK vs Grebbestads IF,,,,"70,42%",
14/05/2026,00:00,Sim,,"1,53","1,57","0,00%","2,61%","R$ 1,00","0,57","-R$ 1,00",Västra Frölunda IF vs IK Kongahälla,,,,"65,36%",
14/05/2026,00:00,Sim,,"1,55","1,66","0,00%","7,10%","R$ 1,00","0,66","R$ 0,66",Vidar vs Sotra,,,,"64,52%",
14/05/2026,00:00,Sim,,"1,77","1,90","0,00%","7,34%","R$ 1,00","0,90","R$ 0,90",Ängelholms FF vs Atvidabergs FF,,,,"56,50%",
14/05/2026,00:00,Sim,,"1,99","2,25","0,00%","13,07%","R$ 1,00","1,25","-R$ 1,00",Al-Nahda vs Al Seeb,,,,"50,25%",
14/05/2026,00:00,Sim,S,"1,83","2,10","0,00%","14,75%","R$ 1,00","1,10","R$ 1,10",Valencia vs Rayo Vallecano,,,,"54,64%",
14/05/2026,00:00,Sim,S,"1,61","1,95","0,00%","21,12%","R$ 1,00","0,95","R$ 0,95",Girona v Real Sociedad,,,,"62,11%",
14/05/2026,00:00,Sim,S,"1,97","2,10","0,00%","6,60%","R$ 1,00","1,10","-R$ 1,00",Libertad Asuncion v 2 de Mayo,,,,"50,76%",
14/05/2026,00:00,Sim,,"1,60","1,66","0,00%","3,75%","R$ 1,00","0,66","-R$ 1,00",Pachuca v Unam Pumas,,,,"62,50%",
15/05/2026,00:00,Sim,,"1,57","1,80","0,00%","14,65%","R$ 1,00","0,80","-R$ 1,00",Henan vs Shenzhen Xinpengcheng,,,,"63,69%",
15/05/2026,00:00,Sim,,"1,67","1,80","0,00%","7,78%","R$ 1,00","0,80","R$ 0,80",Tianjin Jinmen Tigers vs Chengdu Rongcheng,,,,"59,88%",
15/05/2026,00:00,Sim,,"1,47","1,66","0,00%","12,93%","R$ 1,00","0,66","R$ 0,66",Beijing Guoan vs Qingdao Hainiu,,,,"68,03%",
15/05/2026,00:00,Sim,,"1,57","1,80","0,00%","14,65%","R$ 1,00","0,80","R$ 0,80",Dalian Young Boy vs Qingdao West Coast,,,,"63,69%",
15/05/2026,00:00,Sim,,"1,54","1,57","0,00%","1,95%","R$ 1,00","0,57","R$ 1,57",Brisbane Roar NPL vs Lions FC,,,,"64,94%",
15/05/2026,00:00,Sim,,"1,70","1,83","0,00%","7,65%","R$ 1,00","0,83","R$ 0,83",Bentleigh Greens vs Heidelberg Utd,,,,"58,82%",
15/05/2026,00:00,Sim,,"1,93","2,00","0,00%","3,63%","R$ 1,00","1,00","R$ 1,00",Hapoel Afula vs Hapoel Nof HaGalil,,,,"51,81%",
15/05/2026,00:00,Sim,,"1,65","1,80","0,00%","9,09%","R$ 1,00","0,80","-R$ 1,00",Damac FC vs Al Feiha,,,,"60,61%",
15/05/2026,00:00,Sim,,"1,26","1,44","0,00%","14,29%","R$ 1,00","0,44","R$ 0,44",Ullensaker/Kisa vs Eidsvold TF,,,,"79,37%",
15/05/2026,00:00,Sim,,"1,65","1,72","0,00%","4,24%","R$ 1,00","0,72","R$ 0,72",Pogon Siedlce vs Stal Mielec,,,,"60,61%",
15/05/2026,00:00,Sim,,"1,65","1,66","0,00%","0,61%","R$ 1,00","0,66","R$ 0,66",LKS Lodz II vs Unia Skierniewice,,,,"60,61%",
15/05/2026,00:00,Sim,,"1,54","1,57","0,00%","1,95%","R$ 1,00","0,57","R$ 0,57",FC Rosengård (W) vs Kristianstads (W),,,,"64,94%",
15/05/2026,00:00,Sim,,"2,29","2,62","0,00%","14,41%","R$ 1,00","1,62","R$ 1,62",Kawkab Marrakech vs JS Soualem,,,,"43,67%",
15/05/2026,00:00,Sim,,"1,51","1,95","0,00%","29,14%","R$ 1,00","0,95","R$ 0,95",Bohemians Dublin vs Drogheda United,,,,"66,23%",
15/05/2026,00:00,Sim,,"1,92","2,00","0,00%","4,17%","R$ 1,00","1,00","-R$ 1,00",St Patrick's Athletic vs Shelbourne,,,,"52,08%",
15/05/2026,00:00,Sim,,"1,74","1,80","0,00%","3,45%","R$ 1,00","0,80","-R$ 1,00",Cobh Ramblers vs Athlone Town,,,,"57,47%",
15/05/2026,00:00,Sim,,"1,98","2,10","0,00%","6,06%","R$ 1,00","1,10","-R$ 1,00",Korona Kielce vs Widzew Lodz,,,,"50,51%",
15/05/2026,00:00,Sim,,"1,94","2,25","0,00%","15,98%","R$ 1,00","1,25","R$ 1,25",Versailles vs Stade Briochin,,,,"51,55%",
15/05/2026,00:00,Sim,,"1,64","1,83","0,00%","11,59%","R$ 1,00","0,83","R$ 0,83",CD Castellon vs Cadiz,,,,"60,98%",
15/05/2026,00:00,Sim,,"1,65","2,10","0,00%","27,27%","R$ 1,00","1,10","-R$ 1,00",Bari vs Sudtirol,,,,"60,61%",
15/05/2026,00:00,Sim,,"1,75","1,90","0,00%","8,57%","R$ 1,00","0,90","R$ 0,90",Sportivo Trinidense vs Cerro Porteno,,,,"57,14%",
15/05/2026,00:00,Sim,S,"1,56","1,80","0,00%","15,38%","R$ 1,00","0,80","R$ 0,80",FC Cajamarca vs Sporting Cristal,,,,"64,10%",
15/05/2026,00:00,Sim,,"1,52","1,72","0,00%","13,16%","R$ 1,00","0,72","R$ 0,72",Montevideo City Torque vs Nacional De Football,,,,"65,79%",
15/05/2026,00:00,Sim,,"1,69","1,83","0,00%","8,28%","R$ 1,00","0,83","-R$ 1,00",Coquimbo Unido vs Audax Italiano,Chile Liga de Primera,Chile,,"59,17%",Reality Scanner V4
15/05/2026,00:00,Sim,,"2,77","3,00","0,00%","8,30%","R$ 1,00","2,00","R$ 2,00",Racing de Cordoba vs Central Norte,Argentina Nacional B,Argentina,,"36,10%",Reality Scanner V4
15/05/2026,00:00,Sim,,"1,74","1,83","0,00%","5,17%","R$ 1,00","0,83","R$ 0,83",Bay FC (W) vs Boston Legacy FC (W),USA NWSL Women,USA,194538173,"57,47%",Reality Scanner V4
15/05/2026,00:00,Sim,,"1,89","2,00","0,00%","5,82%","R$ 1,00","1,00","-R$ 1,00",Seattle Reign (W) vs Gotham FC (W),USA NWSL Women,USA,194538169,"52,91%",Reality Scanner V4
15/05/2026,00:00,Sim,,"2,04","2,20","0,00%","7,84%","R$ 1,00","1,20","-R$ 1,00",Universitario de Deportes vs Atletico Grau,Peru Liga 1,Peru,193715860,"49,02%",Reality Scanner V4
15/05/2026,00:00,Sim,S,"1,89","2,20","0,00%","16,40%","R$ 1,00","1,20","-R$ 1,00",Flamengo (W) vs Fluminense (W),Brazil Serie A1 Women,Brazil,194094033,"52,91%",Reality Scanner V4
16/05/2026,00:00,Sim,,"1,52","1,57","0,00%","3,29%","R$ 5,00","2,85","R$ 2,85",Brighton (W) vs Tottenham (W),England Super League Women,England,193000184,"65,79%",Reality Scanner V4
16/05/2026,00:00,Sim,,"1,90","2,00","0,00%","5,26%","R$ 5,00","5,00","-R$ 5,00",Chelsea (W) vs Man Utd (W),England Super League Women,England,193000186,"52,63%",Reality Scanner V4
16/05/2026,00:00,Sim,,"2,01","2,37","0,00%","17,91%","R$ 5,00","6,85","R$ 6,85",Liverpool (W) vs Arsenal (W),England Super League Women,England,193000192,"49,75%",Reality Scanner V4
16/05/2026,00:00,Sim,,"1,33","1,80","0,00%","35,34%","R$ 5,00","4,00","R$ 4,00",MSV Duisburg vs FC Viktoria Köln,Germany 3. Liga,Germany,194547218,"75,19%",Reality Scanner V4
16/05/2026,00:00,Sim,,"1,27","1,50","0,00%","18,11%","R$ 5,00","2,50","R$ 2,50",SSV Ulm 1846 vs Rot-Weiss Essen,Germany 3. Liga,Germany,194547266,"78,74%",Reality Scanner V4
16/05/2026,00:00,Sim,,"1,90","2,10","0,00%","10,53%","R$ 5,00","5,50","R$ 5,50",NK Sesvete vs NK Dugopolje,Croatia 1.NL,Croatia,194530172,"52,63%",Reality Scanner V4
16/05/2026,00:00,Sim,,"1,59","1,72","0,00%","8,18%","R$ 5,00","3,60","-R$ 5,00",Middelfart vs HB Køge,Denmark Division 1,Denmark,193331601,"62,89%",Reality Scanner V4
16/05/2026,00:00,Sim,,"1,24","1,50","0,00%","20,97%","R$ 5,00","2,50","R$ 2,50",Union Plaani vs PPJ,Finland Kakkonen Group A,Finland,194585654,"80,65%",Reality Scanner V4
16/05/2026,00:00,Sim,,"1,77","1,83","0,00%","3,39%","R$ 5,00","4,15","R$ 4,15",SK Super Nova vs Ogre United,Latvia Virsliga,Latvia,194490398,"56,50%",Reality Scanner V4
16/05/2026,00:00,Sim,,"1,33","1,53","0,00%","15,04%","R$ 5,00","2,65","-R$ 5,00",Levanger vs Trygg/Lade,Norway Division 2 Group 2,Norway,194589685,"75,19%",Reality Scanner V4
16/05/2026,00:00,Sim,,"1,50","1,61","0,00%","7,33%","R$ 5,00","3,05","R$ 3,05",Karlbergs BK vs FC Järfälla,Sweden 1.div Norra,Sweden,194577900,"66,67%",Reality Scanner V4
16/05/2026,00:00,Sim,,"1,65","1,80","0,00%","9,09%","R$ 5,00","4,00","-R$ 5,00",Metrostars vs Adelaide Comets,Australia South Australia Premier League,Australia,194507847,"60,61%",Reality Scanner V4
16/05/2026,00:00,Sim,,"2,51","3,00","0,00%","19,52%","R$ 5,00","10,00","-R$ 5,00",Orlando Pirates vs Durban City,South Africa Premier,South Africa,193716927,"39,84%",Reality Scanner V4
16/05/2026,00:00,Sim,,"1,54","1,75","0,00%","13,64%","R$ 5,00","3,75","R$ 3,75",Shandong Taishan vs Chongqing Tonglianglong,China Super League,China,193711579,"64,94%",Reality Scanner V4
16/05/2026,00:00,Sim,,"1,72","1,83","0,00%","6,40%","R$ 5,00","4,15","R$ 4,15",Chennaiyin FC vs Bengaluru,India Super League,India,194579045,"58,14%",Reality Scanner V4
16/05/2026,00:00,Sim,,"2,06","2,20","0,00%","6,80%","R$ 5,00","6,00","-R$ 5,00",Mito Hollyhock vs Tokyo Verdy,Japan J-League,Japan,193381841,"48,54%",Reality Scanner V4
16/05/2026,00:00,Sim,,"1,78","2,00","0,00%","12,36%","R$ 5,00","5,00","R$ 5,00",Sagamihara vs Vanraure Hachinohe,Japan J2/J3 Centennial League,Japan,194092228,"56,18%",Reality Scanner V4
16/05/2026,13:00,Sim,,"1,96","2,00","0,00%","2,04%","R$ 5,00","5,00","-R$ 5,00",Ramtha SC vs Al-Hussein SC,Jordan Cup,Jordan,194640780,"51,02%",Reality Scanner V4
16/05/2026,12:00,Sim,,"1,71","1,75","0,00%","2,34%","R$ 5,00","3,75","-R$ 5,00",FC Blau Weiss Linz vs Grazer AK,Austria Bundesliga,Austria,193323540,"58,48%",Reality Scanner V4
16/05/2026,12:00,Sim,,"1,77","1,80","0,00%","1,69%","R$ 5,00","4,00","-R$ 5,00",SCR Altach vs SV Ried,Austria Bundesliga,Austria,193323546,"56,50%",Reality Scanner V4
16/05/2026,12:30,Sim,,"2,11","2,75","0,00%","30,33%","R$ 5,00","8,75","-R$ 5,00",Orijent vs Karlovac,Croatia 1.NL,Croatia,194588352,"47,39%",Reality Scanner V4
16/05/2026,11:00,Sim,,"1,76","2,05","0,00%","16,48%","R$ 5,00","5,25","R$ 5,25",IFK Mariehamn vs KuPS Kuopio,Finland Veikkausliiga,Finland,194469867,"56,82%",Reality Scanner V4
16/05/2026,13:00,Sim,,"1,75","1,80","0,00%","2,86%","R$ 5,00","4,00","-R$ 5,00",AC Oulu vs TPS,Finland Veikkausliiga,Finland,194469876,"57,14%",Reality Scanner V4
16/05/2026,13:00,Sim,,"1,63","1,75","0,00%","7,36%","R$ 5,00","3,75","-R$ 5,00",IF Gnistan vs FF Jaro,Finland Veikkausliiga,Finland,194469894,"61,35%",Reality Scanner V4
16/05/2026,11:00,Sim,,"1,33","1,36","0,00%","2,26%","R$ 5,00","1,80","R$ 1,80",HPS vs Atlantis,Finland Kakkonen Group A,Finland,194585656,"75,19%",Reality Scanner V4
16/05/2026,11:00,Sim,,"1,39","1,40","0,00%","0,72%","R$ 5,00","2,00","R$ 2,00",Puiu vs PEPO,Finland Kakkonen Group A,Finland,194585659,"71,94%",Reality Scanner V4
16/05/2026,11:00,Sim,,"1,29","1,36","0,00%","5,43%","R$ 5,00","1,80","R$ 1,80",TP-47 vs FF Jaro II,Finland Kakkonen Group C,Finland,194585747,"77,52%",Reality Scanner V4
16/05/2026,11:00,Sim,,"1,71","1,90","0,00%","11,11%","R$ 5,00","4,50","R$ 4,50",Hegelmann Litauen vs Suduva Marijampole,Lithuania A Lyga,Lithuania,194526042,"58,48%",Reality Scanner V4
16/05/2026,11:00,Sim,,"1,64","1,75","0,00%","6,71%","R$ 5,00","3,75","R$ 3,75",Fredrikstad vs HamKam,Norway Eliteserien,Norway,193331894,"60,98%",Reality Scanner V4
16/05/2026,11:00,Sim,,"1,51","1,66","0,00%","9,93%","R$ 5,00","3,30","R$ 3,30",Bryne vs Strommen,Norway Division 1,Norway,193332045,"66,23%",Reality Scanner V4
16/05/2026,11:00,Sim,,"1,50","1,53","0,00%","2,00%","R$ 5,00","2,65","R$ 2,65",Hodd vs Sogndal,Norway Division 1,Norway,193332063,"66,67%",Reality Scanner V4
16/05/2026,11:00,Sim,,"1,59","1,72","0,00%","8,18%","R$ 5,00","3,60","R$ 3,60",Hammarby TFF vs FC Stockholm Internazionale,Sweden 1.div Norra,Sweden,194577902,"62,89%",Reality Scanner V4
16/05/2026,12:00,Sim,,"1,59","2,10","0,00%","32,08%","R$ 5,00","5,50","R$ 5,50",Boston River vs Cerro,Uruguay Torneo Intermedio,Uruguay,194538977,"62,89%",Reality Scanner V4
16/05/2026,13:30,Sim,,"1,58","1,61","0,00%","1,90%","R$ 5,00","3,05","R$ 3,05",Almeria vs Las Palmas,Spain Segunda,Spain,193003584,"63,29%",Reality Scanner V4
16/05/2026,13:30,Sim,,"1,91","2,10","0,00%","9,95%","R$ 5,00","5,50","-R$ 5,00",Granada vs Burgos,Spain Segunda,Spain,193003635,"52,36%",Reality Scanner V4
16/05/2026,12:15,Sim,,"1,70","1,83","0,00%","7,65%","R$ 5,00","4,15","-R$ 5,00",Ferencvarosi TC vs Zalaegerszegi TE,Hungary NB I,Hungary,193713772,"58,82%",Reality Scanner V4
16/05/2026,12:15,Sim,,"1,62","1,80","0,00%","11,11%","R$ 5,00","4,00","-R$ 5,00",Kisvarda FC vs Gyor Eto FC,Hungary NB I,Hungary,193713779,"61,73%",Reality Scanner V4
16/05/2026,11:00,Sim,S,"1,57","1,72","0,00%","9,55%","R$ 5,00","3,60","R$ 3,60",Arendal vs FK Jerv,Norway Division 2 Group 1,Norway,194589351,"63,69%",Reality Scanner V4
16/05/2026,12:00,Sim,,"1,77","2,00","0,00%","12,99%","R$ 5,00","5,00","-R$ 5,00",Banik Ostrava vs FC Zlin,Czechia First League,Czech Republic,194582425,"56,50%",Reality Scanner V4
16/05/2026,12:00,Sim,,"1,49","1,53","0,00%","2,68%","R$ 5,00","2,65","-R$ 5,00",IK Brage vs IFK Norrkoping,Sweden Superettan,Sweden,193320754,"67,11%",Reality Scanner V4
16/05/2026,17:00,Sim,,"2,49","2,75","0,00%","10,44%","R$ 5,00","8,75","-R$ 5,00",CA Atlanta vs Atletico Rafaela,Argentina Nacional B,Argentina,193710453,"40,16%",Reality Scanner V4
16/05/2026,14:00,Sim,,"2,30","2,37","0,00%","3,04%","R$ 5,00","6,85","R$ 6,85",ES Setif vs CR Belouizdad,Algeria Division 1,Algeria,194577913,"43,48%",Reality Scanner V4
16/05/2026,15:00,Sim,,"1,92","2,10","0,00%","9,38%","R$ 5,00","5,50","-R$ 5,00",OC Safi vs Olympique Dcheira,Morocco Cup,Morocco,194578368,"52,08%",Reality Scanner V4
16/05/2026,13:15,Sim,S,"1,61","1,70","0,00%","5,59%","R$ 5,00","3,50","-R$ 5,00",Standard Liege vs Genk,Belgium First Division A,Belgium,193331411,"62,11%",Reality Scanner V4
16/05/2026,14:30,Sim,,"1,72","1,80","0,00%","4,65%","R$ 5,00","4,00","R$ 4,00",Chrobry Glogow vs Znicz Pruszków,Poland I Liga,Poland,193336408,"58,14%",Reality Scanner V4
16/05/2026,15:00,Sim,,"2,00","2,20","0,00%","10,00%","R$ 5,00","6,00","-R$ 5,00",FK Napredak vs FK Radnicki 1923,Serbia Super Liga,Serbia,194091089,"50,00%",Reality Scanner V4
16/05/2026,15:00,Sim,,"2,03","2,10","0,00%","3,45%","R$ 5,00","5,50","R$ 5,50",Javor Ivanjica vs Mladost Lucani,Serbia Super Liga,Serbia,194091062,"49,26%",Reality Scanner V4
16/05/2026,16:00,Sim,,"1,90","2,20","0,00%","15,79%","R$ 5,00","6,00","-R$ 5,00",Sabadell vs Antequera,Spain Primera Division RFEF Group 2,Spain,193718007,"52,63%",Reality Scanner V4
16/05/2026,15:15,Sim,,"1,73","1,90","0,00%","9,83%","R$ 5,00","4,50","R$ 4,50",UD Logrones vs Getafe B,Spain Segunda Division RFEF Play-Offs,Spain,194595853,"57,80%",Reality Scanner V4
16/05/2026,13:30,Sim,S,"1,74","1,80","0,00%","3,45%","R$ 5,00","4,00","R$ 4,00",Racing Santander vs Valladolid,Spain Segunda,Spain,193003644,"57,47%",Reality Scanner V4
16/05/2026,15:00,Sim,,"1,85","2,10","0,00%","13,51%","R$ 5,00","5,50","R$ 5,50",Juve Stabia vs Monza,Italy Serie B,Italy,194577016,"54,05%",Reality Scanner V4
