Team,period,Rating
EC Bahia,2024-06-30,1944.76
EC Bahia,2024-07-05,1945.92
EC Bahia,2024-07-07,1954.65
EC Bahia,2024-07-11,1976.47
EC Bahia,2024-07-13,1982.24
EC Bahia,2024-07-21,1976.55
EC Bahia,2024-07-25,1969.12
EC Bahia,2024-07-28,1969.57
EC Bahia,2024-07-31,1947.33
EC Bahia,2024-08-04,1928.14
EC Bahia,2024-08-08,1916.68
EC Bahia,2024-08-11,1917.74
EC Bahia,2024-08-17,1952.76
EC Bahia,2024-08-25,1955.54
EC Bahia,2024-08-29,1932.31
EC Bahia,2024-09-01,1908.04
EC Bahia,2024-09-13,1944.71
EC Bahia,2024-09-15,1957.4
EC Bahia,2024-09-22,1959.03
EC Bahia,2024-09-29,1968.26
EC Bahia,2024-10-06,1952.71
EC Bahia,2024-10-19,1943.99
EC Bahia,2024-10-29,1939.36
EC Bahia,2024-11-06,1958.58
EC Bahia,2024-11-09,1940.29
EC Bahia,2024-11-20,1942.26
EC Bahia,2024-11-24,1918.5
EC Bahia,2024-11-30,1926.81
EC Bahia,2024-12-04,1917.44
EC Bahia,2024-12-08,1940.27
EC Bahia,2025-01-12,1858.46
EC Bahia,2025-01-17,1797.93
EC Bahia,2025-01-19,1786.31
EC Bahia,2025-01-24,1831.2
EC Bahia,2025-01-26,1809.67
EC Bahia,2025-01-29,1847.63
EC Bahia,2025-02-01,1824.68
EC Bahia,2025-02-05,1857.14
EC Bahia,2025-02-09,1905.69
EC Bahia,2025-02-12,1928.95
EC Bahia,2025-02-15,1935.23
EC Bahia,2025-02-19,1891.97
EC Bahia,2025-02-22,1843.94
EC Bahia,2025-02-26,1889.07
EC Bahia,2025-03-01,1887.71
EC Bahia,2025-03-07,1897.55
EC Bahia,2025-03-09,1944.55
EC Bahia,2025-03-14,1937.63
EC Bahia,2025-03-16,1931.85
EC Bahia,2025-03-19,1925.43
EC Bahia,2025-03-23,1950.47
EC Bahia,2025-03-26,1954.18
EC Bahia,2025-03-31,1965.42
EC Bahia,2025-04-04,1968.22
EC Bahia,2025-04-07,1959.74
EC Bahia,2025-04-10,1952.55
EC Bahia,2025-04-13,1943.52
EC Bahia,2025-04-18,1949.53
EC Bahia,2025-04-22,1947.63
EC Bahia,2025-04-25,1954.82
EC Bahia,2025-04-27,1929.31
EC Bahia,2025-05-01,1948.81
EC Bahia,2025-05-04,1930.62
EC Bahia,2025-05-08,1941.38
EC Bahia,2025-05-11,1929.09
EC Bahia,2025-05-15,1897.52
EC Bahia,2025-05-18,1892.39
EC Bahia,2025-05-22,1881.47
EC Bahia,2025-05-25,1914.87
EC Bahia,2025-05-29,1928.7
EC Bahia,2025-05-31,1959.29
EC Bahia,2025-06-05,1900.87
EC Bahia,2025-06-07,1879.05
EC Bahia,2025-06-13,1918.24
EC Bahia,2025-07-10,1928.13
EC Bahia,2025-07-13,1926.85
EC Bahia,2025-07-16,1917.82
EC Bahia,2025-07-19,1943.26
EC Bahia,2025-07-23,1979.88
EC Bahia,2025-07-27,1995.32
EC Bahia,2025-07-31,1987.05
EC Bahia,2025-08-02,1978.24
EC Bahia,2025-08-07,1971.26
EC Bahia,2025-08-10,2001.37
EC Bahia,2025-08-17,2001.27
EC Bahia,2025-08-21,1973.16
EC Bahia,2025-08-24,1993.66
EC Bahia,2025-08-29,1968.75
EC Bahia,2025-08-31,1961.5
EC Bahia,2025-09-04,1977.05
EC Bahia,2025-09-06,1955.86
EC Bahia,2025-09-11,1897.38
EC Bahia,2025-09-16,1904.01
EC Bahia,2025-09-20,1917.79
EC Bahia,2025-09-25,1919.16
EC Bahia,2025-09-28,1900.85
EC Bahia,2025-10-02,1907.53
EC Bahia,2025-10-05,1893.43
EC Bahia,2025-10-17,1891.66
EC Bahia,2025-10-20,1909.72
EC Bahia,2025-10-23,1931.92
EC Bahia,2025-10-26,1935.5
EC Bahia,2025-11-02,1946.06
EC Bahia,2025-11-06,1946.99
EC Bahia,2025-11-08,1944.38
EC Bahia,2025-11-20,1948.19
EC Bahia,2025-11-23,1946.78
EC Bahia,2025-11-28,1942.24
EC Bahia,2025-12-04,1964.56
EC Bahia,2025-12-07,1975.52
EC Bahia,2026-01-11,1866.76
EC Bahia,2026-01-14,1827.86
EC Bahia,2026-01-17,1864.23
EC Bahia,2026-01-20,1933.19
EC Bahia,2026-01-25,1963.07
EC Bahia,2026-01-29,1976.63
EC Bahia,2026-02-01,1937.68
EC Bahia,2026-02-05,1965.5
EC Bahia,2026-02-08,1952.05
EC Bahia,2026-02-12,1956.97
EC Bahia,2026-02-14,1937.33
EC Bahia,2026-02-18,1933.97
EC Bahia,2026-02-22,1941.55
EC Bahia,2026-02-25,1937.28
EC Bahia,2026-02-28,1949.18
EC Bahia,2026-03-07,1912.09
EC Bahia,2026-03-12,1927.72
EC Bahia,2026-03-15,1904.62
EC Bahia,2026-03-18,1927.89
EC Bahia,2026-03-22,1922.73
EC Bahia,2026-04-02,1909.95
EC Bahia,2026-04-06,1908.95
EC Bahia,2026-04-11,1917.27
EC Bahia,2026-04-20,1929.49
EC Bahia,2026-04-23,1929.58
EC Bahia,2026-04-25,1926.74
EC Bahia,2026-05-03,1916.17
EC Bahia,2026-05-10,1912.13
EC Bahia,2026-05-14,1913.21
EC Bahia,2026-05-17,1929.0
EC Bahia,2026-05-26,1922.49
EC Bahia,2026-05-30,1885.87
EC Bahia,2026-07-18,1899.64
EC Bahia,2026-07-22,1894.16
EC Vitoria Salvador,2023-07-20,1778.24
EC Vitoria Salvador,2023-07-25,1767.19
EC Vitoria Salvador,2023-07-30,1766.37
EC Vitoria Salvador,2023-08-03,1775.38
EC Vitoria Salvador,2023-08-08,1783.43
EC Vitoria Salvador,2023-08-13,1766.99
EC Vitoria Salvador,2023-08-19,1774.31
EC Vitoria Salvador,2023-08-27,1770.84
EC Vitoria Salvador,2023-09-02,1777.01
EC Vitoria Salvador,2023-09-10,1780.47
EC Vitoria Salvador,2023-09-17,1768.95
EC Vitoria Salvador,2023-09-23,1765.89
EC Vitoria Salvador,2023-09-30,1770.09
EC Vitoria Salvador,2023-10-08,1780.55
EC Vitoria Salvador,2023-10-15,1776.6
EC Vitoria Salvador,2023-10-21,1775.73
EC Vitoria Salvador,2023-10-29,1783.16
EC Vitoria Salvador,2023-11-05,1789.51
EC Vitoria Salvador,2023-11-12,1799.22
EC Vitoria Salvador,2023-11-18,1776.11
EC Vitoria Salvador,2023-11-25,1718.55
EC Vitoria Salvador,2024-01-17,1753.15
EC Vitoria Salvador,2024-01-20,1760.28
EC Vitoria Salvador,2024-01-25,1752.75
EC Vitoria Salvador,2024-01-28,1747.15
EC Vitoria Salvador,2024-02-01,1756.84
EC Vitoria Salvador,2024-02-04,1784.74
EC Vitoria Salvador,2024-02-07,1778.4
EC Vitoria Salvador,2024-02-10,1801.28
EC Vitoria Salvador,2024-02-15,1779.7
EC Vitoria Salvador,2024-02-18,1779.34
EC Vitoria Salvador,2024-02-21,1803.49
EC Vitoria Salvador,2024-02-25,1791.88
EC Vitoria Salvador,2024-03-03,1823.75
EC Vitoria Salvador,2024-03-06,1836.35
EC Vitoria Salvador,2024-03-10,1837.33
EC Vitoria Salvador,2024-03-17,1816.41
EC Vitoria Salvador,2024-03-21,1811.12
EC Vitoria Salvador,2024-03-24,1819.03
EC Vitoria Salvador,2024-03-28,1863.97
EC Vitoria Salvador,2024-04-14,1833.96
EC Vitoria Salvador,2024-04-21,1799.89
EC Vitoria Salvador,2024-04-28,1767.3
EC Vitoria Salvador,2024-05-03,1781.11
EC Vitoria Salvador,2024-05-05,1781.45
EC Vitoria Salvador,2024-05-12,1786.57
EC Vitoria Salvador,2024-05-23,1795.32
EC Vitoria Salvador,2024-06-01,1801.7
EC Vitoria Salvador,2024-06-06,1809.84
EC Vitoria Salvador,2024-06-12,1791.37
EC Vitoria Salvador,2024-06-16,1821.12
EC Vitoria Salvador,2024-06-20,1821.12
EC Vitoria Salvador,2024-06-23,1776.55
EC Vitoria Salvador,2024-06-28,1808.26
EC Vitoria Salvador,2024-06-30,1806.53
EC Vitoria Salvador,2024-07-05,1821.61
EC Vitoria Salvador,2024-07-07,1803.43
EC Vitoria Salvador,2024-07-12,1801.03
EC Vitoria Salvador,2024-07-18,1811.32
EC Vitoria Salvador,2024-07-21,1815.39
EC Vitoria Salvador,2024-07-25,1809.06
EC Vitoria Salvador,2024-07-28,1814.64
EC Vitoria Salvador,2024-08-03,1786.59
EC Vitoria Salvador,2024-08-11,1785.53
EC Vitoria Salvador,2024-08-20,1815.93
EC Vitoria Salvador,2024-08-25,1832.79
EC Vitoria Salvador,2024-09-01,1829.11
EC Vitoria Salvador,2024-09-14,1822.2
EC Vitoria Salvador,2024-09-21,1821.92
EC Vitoria Salvador,2024-09-29,1810.01
EC Vitoria Salvador,2024-10-05,1842.68
EC Vitoria Salvador,2024-10-19,1863.14
EC Vitoria Salvador,2024-10-26,1860.68
EC Vitoria Salvador,2024-11-02,1846.33
EC Vitoria Salvador,2024-11-09,1822.03
EC Vitoria Salvador,2024-11-20,1836.46
EC Vitoria Salvador,2024-11-23,1830.69
EC Vitoria Salvador,2024-12-01,1848.51
EC Vitoria Salvador,2024-12-05,1856.36
EC Vitoria Salvador,2024-12-08,1842.9
EC Vitoria Salvador,2025-01-11,1794.78
EC Vitoria Salvador,2025-01-16,1761.51
EC Vitoria Salvador,2025-01-19,1764.58
EC Vitoria Salvador,2025-01-23,1785.06
EC Vitoria Salvador,2025-01-25,1743.91
EC Vitoria Salvador,2025-01-30,1737.36
EC Vitoria Salvador,2025-02-01,1760.31
EC Vitoria Salvador,2025-02-05,1775.15
EC Vitoria Salvador,2025-02-08,1795.49
EC Vitoria Salvador,2025-02-11,1802.63
EC Vitoria Salvador,2025-02-16,1829.83
EC Vitoria Salvador,2025-02-20,1849.87
EC Vitoria Salvador,2025-02-22,1843.98
EC Vitoria Salvador,2025-02-25,1891.23
EC Vitoria Salvador,2025-03-01,1876.8
EC Vitoria Salvador,2025-03-06,1884.47
EC Vitoria Salvador,2025-03-08,1868.56
EC Vitoria Salvador,2025-03-12,1895.45
EC Vitoria Salvador,2025-03-16,1901.23
EC Vitoria Salvador,2025-03-20,1897.73
EC Vitoria Salvador,2025-03-23,1872.7
EC Vitoria Salvador,2025-03-27,1834.9
EC Vitoria Salvador,2025-03-29,1840.73
EC Vitoria Salvador,2025-04-03,1861.51
EC Vitoria Salvador,2025-04-06,1852.98
EC Vitoria Salvador,2025-04-11,1843.3
EC Vitoria Salvador,2025-04-14,1855.71
EC Vitoria Salvador,2025-04-17,1821.39
EC Vitoria Salvador,2025-04-20,1839.97
EC Vitoria Salvador,2025-04-24,1839.05
EC Vitoria Salvador,2025-04-27,1844.33
EC Vitoria Salvador,2025-05-03,1851.3
EC Vitoria Salvador,2025-05-07,1824.24
EC Vitoria Salvador,2025-05-10,1840.67
EC Vitoria Salvador,2025-05-15,1820.32
EC Vitoria Salvador,2025-05-18,1825.44
EC Vitoria Salvador,2025-05-25,1853.79
EC Vitoria Salvador,2025-05-29,1854.64
EC Vitoria Salvador,2025-06-01,1854.09
EC Vitoria Salvador,2025-06-13,1828.01
EC Vitoria Salvador,2025-07-09,1843.59
EC Vitoria Salvador,2025-07-12,1836.62
EC Vitoria Salvador,2025-07-17,1823.35
EC Vitoria Salvador,2025-07-20,1839.57
EC Vitoria Salvador,2025-07-24,1817.79
EC Vitoria Salvador,2025-07-26,1801.18
EC Vitoria Salvador,2025-08-04,1838.02
EC Vitoria Salvador,2025-08-09,1858.12
EC Vitoria Salvador,2025-08-16,1832.36
EC Vitoria Salvador,2025-08-26,1828.53
EC Vitoria Salvador,2025-08-31,1802.62
EC Vitoria Salvador,2025-09-13,1797.09
EC Vitoria Salvador,2025-09-20,1815.65
EC Vitoria Salvador,2025-09-28,1829.74
EC Vitoria Salvador,2025-10-03,1831.24
EC Vitoria Salvador,2025-10-05,1826.11
EC Vitoria Salvador,2025-10-17,1827.88
EC Vitoria Salvador,2025-10-21,1827.4
EC Vitoria Salvador,2025-10-25,1829.28
EC Vitoria Salvador,2025-11-01,1822.78
EC Vitoria Salvador,2025-11-05,1815.8
EC Vitoria Salvador,2025-11-09,1809.11
EC Vitoria Salvador,2025-11-19,1831.84
EC Vitoria Salvador,2025-11-23,1850.43
EC Vitoria Salvador,2025-11-29,1862.35
EC Vitoria Salvador,2025-12-03,1844.47
EC Vitoria Salvador,2025-12-07,1835.45
EC Vitoria Salvador,2026-01-10,1803.18
EC Vitoria Salvador,2026-01-13,1738.74
EC Vitoria Salvador,2026-01-18,1711.74
EC Vitoria Salvador,2026-01-21,1748.42
EC Vitoria Salvador,2026-01-25,1718.55
EC Vitoria Salvador,2026-01-28,1755.28
EC Vitoria Salvador,2026-02-01,1785.79
EC Vitoria Salvador,2026-02-05,1812.47
EC Vitoria Salvador,2026-02-07,1823.18
EC Vitoria Salvador,2026-02-11,1779.84
EC Vitoria Salvador,2026-02-18,1787.68
EC Vitoria Salvador,2026-02-22,1783.38
EC Vitoria Salvador,2026-03-01,1792.74
EC Vitoria Salvador,2026-03-07,1829.84
EC Vitoria Salvador,2026-03-12,1814.2
EC Vitoria Salvador,2026-03-14,1850.34
EC Vitoria Salvador,2026-03-19,1850.24
EC Vitoria Salvador,2026-03-22,1839.11
EC Vitoria Salvador,2026-03-25,1823.24
EC Vitoria Salvador,2026-03-28,1862.98
EC Vitoria Salvador,2026-04-02,1853.93
EC Vitoria Salvador,2026-04-05,1849.76
EC Vitoria Salvador,2026-04-09,1843.33
EC Vitoria Salvador,2026-04-11,1838.46
EC Vitoria Salvador,2026-04-16,1849.07
EC Vitoria Salvador,2026-04-19,1854.85
EC Vitoria Salvador,2026-04-23,1845.01
EC Vitoria Salvador,2026-04-26,1828.47
EC Vitoria Salvador,2026-04-30,1840.51
EC Vitoria Salvador,2026-05-02,1843.6
EC Vitoria Salvador,2026-05-07,1866.77
EC Vitoria Salvador,2026-05-09,1862.4
EC Vitoria Salvador,2026-05-15,1867.95
EC Vitoria Salvador,2026-05-17,1858.25
EC Vitoria Salvador,2026-05-21,1838.26
EC Vitoria Salvador,2026-05-23,1838.0
EC Vitoria Salvador,2026-05-28,1871.82
EC Vitoria Salvador,2026-05-31,1845.66
EC Vitoria Salvador,2026-06-03,1859.14
EC Vitoria Salvador,2026-06-06,1842.05
EC Vitoria Salvador,2026-07-17,1828.27
EC Vitoria Salvador,2026-07-24,1823.3
Flamengo,2023-07-22,2013.06
Flamengo,2023-07-27,2003.7
Flamengo,2023-07-30,1999.07
Flamengo,2023-08-04,2056.3
Flamengo,2023-08-07,2041.32
Flamengo,2023-08-11,2037.59
Flamengo,2023-08-13,2019.53
Flamengo,2023-08-17,1988.54
Flamengo,2023-08-20,1998.08
Flamengo,2023-08-26,1992.44
Flamengo,2023-09-03,1981.08
Flamengo,2023-09-14,1967.99
Flamengo,2023-09-17,1965.68
Flamengo,2023-09-21,1931.01
Flamengo,2023-09-24,1924.78
Flamengo,2023-09-30,1940.28
Flamengo,2023-10-08,1967.38
Flamengo,2023-10-20,1990.15
Flamengo,2023-10-22,1999.12
Flamengo,2023-10-26,2033.4
Flamengo,2023-11-02,2023.68
Flamengo,2023-11-05,1989.88
Flamengo,2023-11-09,1989.16
Flamengo,2023-11-11,1967.04
Flamengo,2023-11-24,1983.8
Flamengo,2023-11-26,2023.72
Flamengo,2023-11-29,2044.18
Flamengo,2023-12-03,2056.33
Flamengo,2023-12-07,2061.36
Flamengo,2024-01-18,2026.6
Flamengo,2024-01-21,1923.1
Flamengo,2024-01-27,1895.83
Flamengo,2024-02-01,2013.83
Flamengo,2024-02-04,2023.83
Flamengo,2024-02-08,2026.79
Flamengo,2024-02-10,2014.22
Flamengo,2024-02-16,2011.26
Flamengo,2024-02-21,2033.62
Flamengo,2024-02-25,2030.27
Flamengo,2024-03-02,2054.18
Flamengo,2024-03-10,2058.18
Flamengo,2024-03-17,2054.81
Flamengo,2024-03-30,2038.29
Flamengo,2024-04-03,2022.64
Flamengo,2024-04-11,2047.83
Flamengo,2024-04-14,2076.62
Flamengo,2024-04-18,2080.1
Flamengo,2024-04-21,2090.57
Flamengo,2024-04-25,2038.01
Flamengo,2024-04-28,2013.14
Flamengo,2024-05-02,2011.41
Flamengo,2024-05-04,2011.64
Flamengo,2024-05-08,2021.26
Flamengo,2024-05-11,2020.98
Flamengo,2024-05-16,2039.9
Flamengo,2024-05-23,2060.6
Flamengo,2024-05-29,2068.1
Flamengo,2024-06-02,2085.0
Flamengo,2024-06-14,2073.89
Flamengo,2024-06-16,2065.07
Flamengo,2024-06-21,2061.73
Flamengo,2024-06-23,2074.49
Flamengo,2024-06-27,2064.85
Flamengo,2024-06-30,2062.97
Flamengo,2024-07-04,2051.89
Flamengo,2024-07-07,2052.68
Flamengo,2024-07-12,2050.03
Flamengo,2024-07-20,2036.21
Flamengo,2024-07-25,2042.54
Flamengo,2024-07-28,2062.12
Flamengo,2024-08-01,2057.53
Flamengo,2024-08-04,2039.91
Flamengo,2024-08-08,2042.68
Flamengo,2024-08-11,2064.3
Flamengo,2024-08-16,2076.38
Flamengo,2024-08-18,2077.12
Flamengo,2024-08-23,2014.81
Flamengo,2024-08-26,2002.31
Flamengo,2024-08-29,2025.54
Flamengo,2024-09-01,2020.28
Flamengo,2024-09-13,1983.61
Flamengo,2024-09-15,1959.07
Flamengo,2024-09-20,1985.22
Flamengo,2024-09-22,1959.39
Flamengo,2024-09-27,1989.62
Flamengo,2024-09-30,1962.77
Flamengo,2024-10-03,1983.76
Flamengo,2024-10-06,1999.3
Flamengo,2024-10-18,2000.38
Flamengo,2024-10-20,2009.01
Flamengo,2024-10-26,2003.47
Flamengo,2024-10-30,1988.85
Flamengo,2024-11-03,1991.81
Flamengo,2024-11-07,2006.41
Flamengo,2024-11-10,1982.01
Flamengo,2024-11-14,1952.72
Flamengo,2024-11-20,1956.49
Flamengo,2024-11-27,1992.11
Flamengo,2024-12-01,2022.7
Flamengo,2024-12-05,1994.91
Flamengo,2024-12-08,2008.37
Flamengo,2025-01-12,1911.48
Flamengo,2025-01-16,1858.34
Flamengo,2025-01-20,1823.15
Flamengo,2025-01-22,1802.54
Flamengo,2025-01-25,1901.78
Flamengo,2025-01-31,1954.66
Flamengo,2025-02-05,1964.46
Flamengo,2025-02-08,2026.18
Flamengo,2025-02-13,2075.88
Flamengo,2025-02-16,2119.89
Flamengo,2025-02-22,2113.55
Flamengo,2025-03-01,2108.68
Flamengo,2025-03-08,2122.74
Flamengo,2025-03-13,2125.54
Flamengo,2025-03-16,2145.03
Flamengo,2025-03-30,2146.47
Flamengo,2025-04-04,2120.4
Flamengo,2025-04-06,2128.93
Flamengo,2025-04-10,2127.05
Flamengo,2025-04-13,2140.76
Flamengo,2025-04-17,2137.67
Flamengo,2025-04-19,2161.81
Flamengo,2025-04-23,2105.7
Flamengo,2025-04-27,2101.57
Flamengo,2025-05-02,2147.2
Flamengo,2025-05-04,2136.57
Flamengo,2025-05-08,2131.31
Flamengo,2025-05-11,2143.59
Flamengo,2025-05-16,2174.14
Flamengo,2025-05-18,2134.53
Flamengo,2025-05-22,2126.48
Flamengo,2025-05-25,2113.32
Flamengo,2025-05-29,2134.03
Flamengo,2025-06-01,2134.17
Flamengo,2025-06-17,2203.76
Flamengo,2025-06-20,2200.27
Flamengo,2025-06-25,2169.76
Flamengo,2025-07-12,2191.07
Flamengo,2025-07-17,2167.07
Flamengo,2025-07-21,2174.84
Flamengo,2025-07-24,2149.36
Flamengo,2025-07-28,2152.78
Flamengo,2025-08-01,2131.44
Flamengo,2025-08-03,2121.45
Flamengo,2025-08-07,2113.78
Flamengo,2025-08-09,2115.51
Flamengo,2025-08-14,2130.91
Flamengo,2025-08-17,2134.98
Flamengo,2025-08-21,2117.7
Flamengo,2025-08-26,2121.53
Flamengo,2025-08-31,2125.65
Flamengo,2025-09-14,2123.61
Flamengo,2025-09-19,2123.25
Flamengo,2025-09-21,2113.19
Flamengo,2025-09-26,2096.25
Flamengo,2025-09-29,2126.39
Flamengo,2025-10-03,2131.35
Flamengo,2025-10-05,2145.44
Flamengo,2025-10-16,2159.38
Flamengo,2025-10-19,2162.79
Flamengo,2025-10-23,2154.94
Flamengo,2025-10-26,2139.55
Flamengo,2025-10-30,2098.93
Flamengo,2025-11-02,2099.32
Flamengo,2025-11-06,2130.36
Flamengo,2025-11-09,2125.28
Flamengo,2025-11-15,2122.71
Flamengo,2025-11-20,2131.47
Flamengo,2025-11-23,2117.71
Flamengo,2025-11-26,2127.18
Flamengo,2025-11-29,2103.56
Flamengo,2025-12-04,2103.98
Flamengo,2025-12-06,1997.32
Flamengo,2026-01-11,1893.88
Flamengo,2026-01-15,1856.41
Flamengo,2026-01-18,1813.56
Flamengo,2026-01-22,1807.8
Flamengo,2026-01-25,1886.62
Flamengo,2026-01-29,1929.41
Flamengo,2026-02-04,1940.71
Flamengo,2026-02-08,2010.51
Flamengo,2026-02-11,2053.84
Flamengo,2026-02-15,2083.41
Flamengo,2026-02-23,2102.36
Flamengo,2026-03-03,2116.55
Flamengo,2026-03-08,2117.89
Flamengo,2026-03-12,2127.03
Flamengo,2026-03-15,2127.77
Flamengo,2026-03-20,2131.75
Flamengo,2026-03-23,2120.43
Flamengo,2026-04-03,2110.08
Flamengo,2026-04-05,2101.18
Flamengo,2026-04-09,2054.28
Flamengo,2026-04-12,2087.08
Flamengo,2026-04-17,2082.7
Flamengo,2026-04-20,2070.49
Flamengo,2026-04-23,2080.33
Flamengo,2026-04-27,2091.64
Flamengo,2026-04-30,2094.62
Flamengo,2026-05-03,2098.64
Flamengo,2026-05-08,2098.88
Flamengo,2026-05-11,2108.98
Flamengo,2026-05-15,2103.44
Flamengo,2026-05-18,2106.82
Flamengo,2026-05-21,2083.89
Flamengo,2026-05-24,2077.34
Flamengo,2026-05-27,2050.89
Flamengo,2026-05-30,2049.19
Flamengo,2026-07-23,2034.67
Fluminense,2023-07-25,1945.12
Fluminense,2023-07-29,1953.59
Fluminense,2023-08-02,1931.23
Fluminense,2023-08-06,1951.82
Fluminense,2023-08-09,1947.94
Fluminense,2023-08-13,1972.78
Fluminense,2023-08-19,1966.63
Fluminense,2023-08-25,1969.64
Fluminense,2023-08-27,1947.31
Fluminense,2023-09-01,1928.16
Fluminense,2023-09-03,1976.43
Fluminense,2023-09-16,1983.42
Fluminense,2023-09-21,1972.89
Fluminense,2023-09-28,1955.1
Fluminense,2023-09-30,1929.07
Fluminense,2023-10-05,1913.83
Fluminense,2023-10-08,1914.62
Fluminense,2023-10-20,1908.93
Fluminense,2023-10-22,1925.91
Fluminense,2023-10-26,1934.05
Fluminense,2023-10-29,1921.62
Fluminense,2023-10-31,1867.34
Fluminense,2023-11-04,1904.55
Fluminense,2023-11-08,1895.39
Fluminense,2023-11-11,1917.51
Fluminense,2023-11-23,1911.38
Fluminense,2023-11-26,1914.12
Fluminense,2023-11-29,1906.22
Fluminense,2023-12-03,1877.51
Fluminense,2023-12-07,1863.01
Fluminense,2023-12-18,1942.62
Fluminense,2023-12-22,1951.74
Fluminense,2024-01-19,1896.47
Fluminense,2024-01-21,1878.77
Fluminense,2024-01-26,1845.91
Fluminense,2024-01-28,1783.99
Fluminense,2024-02-02,1846.36
Fluminense,2024-02-04,1860.49
Fluminense,2024-02-09,1903.67
Fluminense,2024-02-15,1924.97
Fluminense,2024-02-17,1949.12
Fluminense,2024-02-25,1952.48
Fluminense,2024-03-03,1913.2
Fluminense,2024-03-10,1909.2
Fluminense,2024-03-17,1912.58
Fluminense,2024-04-04,1919.27
Fluminense,2024-04-10,1922.1
Fluminense,2024-04-14,1936.89
Fluminense,2024-04-17,1949.86
Fluminense,2024-04-20,1940.15
Fluminense,2024-04-26,1929.56
Fluminense,2024-04-28,1938.41
Fluminense,2024-05-01,1939.33
Fluminense,2024-05-04,1926.56
Fluminense,2024-05-10,1900.29
Fluminense,2024-05-14,1880.12
Fluminense,2024-05-17,1892.83
Fluminense,2024-05-23,1916.57
Fluminense,2024-05-30,1879.94
Fluminense,2024-06-01,1883.55
Fluminense,2024-06-12,1890.43
Fluminense,2024-06-16,1877.42
Fluminense,2024-06-20,1874.8
Fluminense,2024-06-23,1862.03
Fluminense,2024-06-28,1830.32
Fluminense,2024-06-30,1824.3
Fluminense,2024-07-05,1844.24
Fluminense,2024-07-07,1839.08
Fluminense,2024-07-12,1830.57
Fluminense,2024-07-22,1848.79
Fluminense,2024-07-25,1866.99
Fluminense,2024-07-28,1897.44
Fluminense,2024-08-02,1896.76
Fluminense,2024-08-04,1915.95
Fluminense,2024-08-08,1925.74
Fluminense,2024-08-11,1933.33
Fluminense,2024-08-14,1900.7
Fluminense,2024-08-18,1880.51
Fluminense,2024-08-21,1891.26
Fluminense,2024-08-25,1906.54
Fluminense,2024-09-01,1905.36
Fluminense,2024-09-15,1907.84
Fluminense,2024-09-19,1897.01
Fluminense,2024-09-21,1884.76
Fluminense,2024-09-26,1855.3
Fluminense,2024-09-29,1875.97
Fluminense,2024-10-04,1877.01
Fluminense,2024-10-18,1875.93
Fluminense,2024-10-23,1888.78
Fluminense,2024-10-26,1891.23
Fluminense,2024-11-02,1895.95
Fluminense,2024-11-08,1889.08
Fluminense,2024-11-23,1890.55
Fluminense,2024-11-26,1902.74
Fluminense,2024-12-01,1910.95
Fluminense,2024-12-06,1921.57
Fluminense,2024-12-08,1919.99
Fluminense,2025-01-12,1878.99
Fluminense,2025-01-16,1862.69
Fluminense,2025-01-18,1893.24
Fluminense,2025-01-24,1946.43
Fluminense,2025-01-26,1966.93
Fluminense,2025-01-30,1922.59
Fluminense,2025-02-03,1961.26
Fluminense,2025-02-06,1993.75
Fluminense,2025-02-08,1932.03
Fluminense,2025-02-16,1958.37
Fluminense,2025-02-23,1965.22
Fluminense,2025-02-26,1979.74
Fluminense,2025-03-02,1999.84
Fluminense,2025-03-05,2013.63
Fluminense,2025-03-09,2021.26
Fluminense,2025-03-13,2018.47
Fluminense,2025-03-16,1998.97
Fluminense,2025-03-29,1977.76
Fluminense,2025-04-02,1942.27
Fluminense,2025-04-06,1934.77
Fluminense,2025-04-11,1963.33
Fluminense,2025-04-14,1964.45
Fluminense,2025-04-17,1994.29
Fluminense,2025-04-20,1975.7
Fluminense,2025-04-24,1898.07
Fluminense,2025-04-27,1945.41
Fluminense,2025-04-30,1961.46
Fluminense,2025-05-03,1953.02
Fluminense,2025-05-09,1904.89
Fluminense,2025-05-11,1930.73
Fluminense,2025-05-15,1919.51
Fluminense,2025-05-18,1959.78
Fluminense,2025-05-22,1965.53
Fluminense,2025-05-24,1944.3
Fluminense,2025-05-30,1945.85
Fluminense,2025-06-02,1943.72
Fluminense,2025-06-22,2039.26
Fluminense,2025-06-25,2037.39
Fluminense,2025-07-04,1982.52
Fluminense,2025-07-08,1997.38
Fluminense,2025-07-18,2003.84
Fluminense,2025-07-21,1996.07
Fluminense,2025-07-24,2033.01
Fluminense,2025-07-27,1994.47
Fluminense,2025-07-31,1981.71
Fluminense,2025-08-03,1955.62
Fluminense,2025-08-07,1938.45
Fluminense,2025-08-10,1908.35
Fluminense,2025-08-13,1871.81
Fluminense,2025-08-16,1884.09
Fluminense,2025-08-20,1855.55
Fluminense,2025-08-23,1906.31
Fluminense,2025-08-29,1931.22
Fluminense,2025-08-31,1935.09
Fluminense,2025-09-11,1993.56
Fluminense,2025-09-14,1958.01
Fluminense,2025-09-17,1947.49
Fluminense,2025-09-20,1928.92
Fluminense,2025-09-24,1943.05
Fluminense,2025-09-28,1949.36
Fluminense,2025-10-02,1975.27
Fluminense,2025-10-04,1960.76
Fluminense,2025-10-09,1966.7
Fluminense,2025-10-17,1983.95
Fluminense,2025-10-21,2007.78
Fluminense,2025-10-25,2003.19
